name,salary,year,team
Reggie Miller,"$10,670,000",2001,IND
Jalen Rose,"$9,660,000",2001,IND
Jermaine O'Neal,"$5,710,000",2001,IND
Derrick McKey,"$5,400,000",2001,IND
Austin Croshere,"$5,300,000",2001,IND
Chris Mullin,"$3,650,000",2001,IND
Travis Best,"$3,500,000",2001,IND
Jonathan Bender,"$2,380,680",2001,IND
Sam Perkins,"$2,250,000",2001,IND
Joe Kleine,"$1,200,000",2001,IND
Zan Tabak,"$1,200,000",2001,IND
Terry Mills,"$1,000,000",2001,IND
Jeff Foster,"$922,080",2001,IND
Al Harrington,"$797,880",2001,IND
Tyus Edney,"$523,500",2001,IND
Bruno Sundov,"$498,500",2001,IND
Lari Ketner,"$423,500",2001,IND
