name,salary,year,team
Michael Redd,"$18,300,000",2011,MIL
Andrew Bogut,"$11,000,000",2011,MIL
Corey Maggette,"$9,600,000",2011,MIL
John Salmons,"$8,000,000",2011,MIL
Drew Gooden,"$5,760,000",2011,MIL
Carlos Delfino,"$3,500,000",2011,MIL
Brandon Jennings,"$2,331,120",2011,MIL
Ersan Ilyasova,"$2,320,500",2011,MIL
Keyon Dooling,"$2,000,000",2011,MIL
Larry Sanders,"$1,731,960",2011,MIL
Earl Boykins,"$1,352,181",2011,MIL
Jon Brockman,"$1,000,000",2011,MIL
Chris Douglas-Roberts,"$854,389",2011,MIL
Luc Mbah a Moute,"$854,389",2011,MIL
Brian Skinner,"$270,436",2011,MIL
Darington Hobson,"$103,078",2011,MIL
Garrett Temple,"$98,637",2011,MIL
