name,salary,year,team
Tracy McGrady,"$19,014,187",2008,HOU
Yao Ming,"$13,762,775",2008,HOU
Shane Battier,"$5,883,600",2008,HOU
Bobby Jackson,"$5,670,000",2008,HOU
Rafer Alston,"$4,550,000",2008,HOU
Bob Sura,"$3,840,000",2008,HOU
Luis Scola,"$2,910,000",2008,HOU
Steve Francis,"$2,430,000",2008,HOU
Jackie Butler,"$2,350,000",2008,HOU
Chuck Hayes,"$1,750,000",2008,HOU
Gerald Green,"$1,440,960",2008,HOU
Justin Reed,"$1,436,500",2008,HOU
Dikembe Mutombo,"$1,219,590",2008,HOU
Luther Head,"$1,122,000",2008,HOU
Aaron Brooks,"$972,720",2008,HOU
Steve Novak,"$687,456",2008,HOU
Adam Haluska,"$427,163",2008,HOU
Carl Landry,"$427,163",2008,HOU
