name,salary,year,team
Ron Mercer,"$5,520,000",2001,CHI
Brad Miller,"$4,000,000",2001,CHI
Elton Brand,"$3,629,160",2001,CHI
Hersey Hawkins,"$3,560,000",2001,CHI
Marcus Fizer,"$2,562,000",2001,CHI
Dragan Tarlac,"$2,500,000",2001,CHI
Jamal Crawford,"$1,762,320",2001,CHI
Bryce Drew,"$1,182,600",2001,CHI
Metta World Peace,"$1,160,760",2001,CHI
Fred Hoiberg,"$880,000",2001,CHI
Dalibor Bagaric,"$795,000",2001,CHI
Corey Benjamin,"$749,160",2001,CHI
Michael Ruffin,"$440,000",2001,CHI
Khalid El-Amin,"$316,969",2001,CHI
A.J. Guyton,"$316,969",2001,CHI
Jake Voskuhl,"$316,969",2001,CHI
