name,salary,year,team
Troy Murphy,"$11,047,619",2010,IND
Danny Granger,"$9,930,500",2010,IND
Mike Dunleavy,"$9,780,992",2010,IND
T.J. Ford,"$8,500,000",2010,IND
Jeff Foster,"$6,077,500",2010,IND
Jamaal Tinsley,"$5,200,000",2010,IND
Earl Watson,"$2,800,000",2010,IND
Dahntay Jones,"$2,500,000",2010,IND
Brandon Rush,"$1,934,160",2010,IND
Tyler Hansbrough,"$1,859,160",2010,IND
Travis Diener,"$1,740,000",2010,IND
Solomon Jones,"$1,620,000",2010,IND
Roy Hibbert,"$1,575,360",2010,IND
Luther Head,"$884,881",2010,IND
Josh McRoberts,"$825,497",2010,IND
A.J. Price,"$457,588",2010,IND
