name,salary,year,team
Elden Campbell,"$8,050,000",2003,NOP
Jamal Mashburn,"$7,750,000",2003,NOP
P.J. Brown,"$7,044,800",2003,NOP
Baron Davis,"$3,942,922",2003,NOP
David Wesley,"$3,600,000",2003,NOP
George Lynch,"$2,600,000",2003,NOP
Stacey Augmon,"$2,400,000",2003,NOP
Jerome Moiso,"$1,681,200",2003,NOP
Courtney Alexander,"$1,517,280",2003,NOP
Matt Bullard,"$1,430,000",2003,NOP
Bryce Drew,"$1,300,000",2003,NOP
Kirk Haston,"$1,271,400",2003,NOP
Jamaal Magloire,"$1,121,280",2003,NOP
Robert Traylor,"$750,000",2003,NOP
