name,salary,year,team
Elton Brand,"$15,959,099",2011,PHI
Andre Iguodala,"$12,345,250",2011,PHI
Andres Nocioni,"$6,850,000",2011,PHI
Jason Kapono,"$6,641,440",2011,PHI
Louis Williams,"$5,000,000",2011,PHI
Darius Songaila,"$4,818,000",2011,PHI
Evan Turner,"$4,602,720",2011,PHI
Spencer Hawes,"$2,974,320",2011,PHI
Thaddeus Young,"$2,901,241",2011,PHI
Marreese Speights,"$1,773,960",2011,PHI
Jrue Holiday,"$1,627,920",2011,PHI
Tony Battie,"$1,352,181",2011,PHI
Craig Brackins,"$1,306,920",2011,PHI
Jodie Meeks,"$762,195",2011,PHI
