name,salary,year,team
Michael Redd,"$17,040,000",2010,MIL
Andrew Bogut,"$10,000,000",2010,MIL
Dan Gadzuric,"$6,749,260",2010,MIL
Luke Ridnour,"$6,500,000",2010,MIL
John Salmons,"$5,456,000",2010,MIL
Kurt Thomas,"$3,800,000",2010,MIL
Charlie Bell,"$3,596,000",2010,MIL
Carlos Delfino,"$3,500,000",2010,MIL
Brandon Jennings,"$2,168,520",2010,MIL
Ersan Ilyasova,"$2,100,000",2010,MIL
Bruce Bowen,"$2,000,000",2010,MIL
Primoz Brezec,"$1,107,572",2010,MIL
Royal Ivey,"$1,050,000",2010,MIL
Luc Mbah a Moute,"$736,420",2010,MIL
Jerry Stackhouse,"$668,598",2010,MIL
Roko Ukic,"$303,232",2010,MIL
