name,salary,year,team
Steve Francis,"$10,960,000",2004,HOU
Maurice Taylor,"$7,800,000",2004,HOU
Kelvin Cato,"$7,344,000",2004,HOU
Clarence Weatherspoon,"$5,445,600",2004,HOU
Cuttino Mobley,"$5,394,125",2004,HOU
Yao Ming,"$4,147,560",2004,HOU
Matt Maloney,"$3,006,260",2004,HOU
Eric Piatkowski,"$2,500,000",2004,HOU
Eddie Griffin,"$2,312,760",2004,HOU
Jim Jackson,"$2,200,000",2004,HOU
Bostjan Nachbar,"$1,396,440",2004,HOU
Adrian Griffin,"$751,179",2004,HOU
Scott Padgett,"$688,679",2004,HOU
Mike Wilks,"$638,679",2004,HOU
Alton Ford,"$586,082",2004,HOU
Ben Davis,"$176,369",2004,HOU
Torraye Braggs,"$53,697",2004,HOU
