name,salary,year,team
Goran Dragic,"$7,500,000",2013,PHO
Marcin Gortat,"$7,258,960",2013,PHO
Josh Childress,"$7,000,000",2013,PHO
Channing Frye,"$6,000,000",2013,PHO
Michael Beasley,"$5,750,000",2013,PHO
Wesley Johnson,"$4,285,560",2013,PHO
Jared Dudley,"$4,250,000",2013,PHO
Luis Scola,"$4,148,510",2013,PHO
Shannon Brown,"$3,500,000",2013,PHO
Markieff Morris,"$2,063,040",2013,PHO
Marcus Morris,"$1,959,960",2013,PHO
Kendall Marshall,"$1,919,160",2013,PHO
Jermaine O'Neal,"$1,352,181",2013,PHO
Hamed Haddadi,"$1,300,000",2013,PHO
Brad Miller,"$848,000",2013,PHO
P.J. Tucker,"$762,195",2013,PHO
Diante Garrett,"$473,604",2013,PHO
Luke Zeller,"$473,604",2013,PHO
