name,salary,year,team
Eric Bledsoe,"$12,173,913",2015,PHO
Marcus Thornton,"$8,575,000",2015,PHO
Josh Childress,"$7,317,500",2015,PHO
P.J. Tucker,"$5,700,000",2015,PHO
Brandan Wright,"$5,000,000",2015,PHO
Alex Len,"$3,649,920",2015,PHO
Brandon Knight,"$3,553,917",2015,PHO
Gerald Green,"$3,500,000",2015,PHO
Markieff Morris,"$2,989,239",2015,PHO
Marcus Morris,"$2,943,221",2015,PHO
Danny Granger,"$2,077,000",2015,PHO
John Salmons,"$2,000,000",2015,PHO
T.J. Warren,"$1,953,120",2015,PHO
Reggie Bullock,"$1,200,720",2015,PHO
Archie Goodwin,"$1,112,280",2015,PHO
Kendall Marshall,"$915,243",2015,PHO
Tony Mitchell,"$816,482",2015,PHO
Michael Beasley,"$777,778",2015,PHO
Earl Barron,"$107,676",2015,PHO
A.J. Price,"$62,552",2015,PHO
Seth Curry,"$48,028",2015,PHO
Jerel McNeal,"$29,843",2015,PHO
