name,salary,year,team
LeBron James,"$33,285,709",2018,CLE
Kevin Love,"$22,642,350",2018,CLE
Tristan Thompson,"$16,400,000",2018,CLE
J.R. Smith,"$13,760,000",2018,CLE
Iman Shumpert,"$10,337,079",2018,CLE
Channing Frye,"$7,420,912",2018,CLE
Kyle Korver,"$7,000,000",2018,CLE
Jae Crowder,"$6,796,117",2018,CLE
Isaiah Thomas,"$6,261,395",2018,CLE
Cedi Osman,"$2,642,857",2018,CLE
Jose Calderon,"$2,328,652",2018,CLE
Dwyane Wade,"$2,328,652",2018,CLE
Jeff Green,"$2,116,955",2018,CLE
Derrick Rose,"$2,116,955",2018,CLE
Ante Zizic,"$1,645,200",2018,CLE
