name,salary,year,team
Kevin Garnett,"$23,750,000",2008,BOS
Paul Pierce,"$16,360,094",2008,BOS
Ray Allen,"$16,000,000",2008,BOS
Kendrick Perkins,"$4,480,912",2008,BOS
James Posey,"$3,206,000",2008,BOS
Brian Scalabrine,"$3,000,000",2008,BOS
Tony Allen,"$1,868,141",2008,BOS
Eddie House,"$1,500,000",2008,BOS
Rajon Rondo,"$1,229,280",2008,BOS
Scot Pollard,"$1,219,590",2008,BOS
Leon Powe,"$687,456",2008,BOS
Gabe Pruitt,"$650,000",2008,BOS
Glen Davis,"$427,163",2008,BOS
Brandon Wallace,"$130,819",2008,BOS
