name,salary,year,team
Tim Duncan,"$19,014,188",2008,SAS
Tony Parker,"$10,500,000",2008,SAS
Manu Ginobili,"$9,079,811",2008,SAS
Kurt Thomas,"$8,091,188",2008,SAS
Bruce Bowen,"$4,125,000",2008,SAS
Robert Horry,"$3,630,000",2008,SAS
Fabricio Oberto,"$3,600,000",2008,SAS
Michael Finley,"$3,103,000",2008,SAS
Matt Bonner,"$2,678,000",2008,SAS
Vassilis Spanoulis,"$1,944,000",2008,SAS
Jacque Vaughn,"$1,219,950",2008,SAS
Ime Udoka,"$1,000,000",2008,SAS
Ian Mahinmi,"$938,760",2008,SAS
Damon Stoudamire,"$556,438",2008,SAS
Keith Langford,"$272,316",2008,SAS
Darius Washington,"$154,847",2008,SAS
Jeremy Richardson,"$85,932",2008,SAS
DerMarr Johnson,"$42,203",2008,SAS
Marcus Williams,"$12,890",2008,SAS
