name,salary,year,team
Nick Van Exel,"$11,956,625",2004,GSW
Erick Dampier,"$7,842,000",2004,GSW
Avery Johnson,"$5,445,600",2004,GSW
Clifford Robinson,"$4,700,000",2004,GSW
Adonal Foyle,"$4,400,000",2004,GSW
Mike Dunleavy,"$3,332,520",2004,GSW
Evan Eschmeyer,"$3,017,266",2004,GSW
Speedy Claxton,"$3,000,000",2004,GSW
Jason Richardson,"$2,789,280",2004,GSW
Mickael Pietrus,"$1,527,946",2004,GSW
Troy Murphy,"$1,506,960",2004,GSW
Calbert Cheaney,"$1,070,000",2004,GSW
Popeye Jones,"$1,070,000",2004,GSW
Brian Cardinal,"$663,679",2004,GSW
Pepe Sanchez,"$663,679",2004,GSW
Cherokee Parks,"$228,946",2004,GSW
Sean Lampley,"$89,364",2004,GSW
Dan Langhi,"$72,843",2004,GSW
