name,salary,year,team
Boris Diaw,"$9,000,000",2011,CHO
Stephen Jackson,"$8,453,250",2011,CHO
Joel Przybilla,"$7,405,300",2011,CHO
Morris Peterson,"$6,665,000",2011,CHO
Tyrus Thomas,"$6,611,570",2011,CHO
DeSagana Diop,"$6,478,600",2011,CHO
Matt Carroll,"$4,300,000",2011,CHO
Shaun Livingston,"$3,500,000",2011,CHO
Eduardo Najera,"$3,000,000",2011,CHO
D.J. Augustin,"$2,540,400",2011,CHO
Gerald Henderson,"$2,103,840",2011,CHO
Sean Marks,"$1,264,687",2011,CHO
Kwame Brown,"$1,229,255",2011,CHO
D.J. White,"$1,108,680",2011,CHO
Dominic McGuire,"$884,120",2011,CHO
Derrick Brown,"$762,195",2011,CHO
Dante Cunningham,"$762,195",2011,CHO
Sherron Collins,"$473,604",2011,CHO
