name,salary,year,team
Gordon Hayward,"$14,746,000",2015,UTA
Derrick Favors,"$12,833,333",2015,UTA
Kendrick Perkins,"$9,654,342",2015,UTA
Trevor Booker,"$5,000,000",2015,UTA
Dante Exum,"$3,615,000",2015,UTA
Alec Burks,"$3,034,356",2015,UTA
Trey Burke,"$2,548,560",2015,UTA
Jeremy Evans,"$1,794,871",2015,UTA
Rodney Hood,"$1,290,360",2015,UTA
Rudy Gobert,"$1,127,400",2015,UTA
Carrick Felix,"$816,482",2015,UTA
Grant Jerrett,"$816,481",2015,UTA
Joe Ingles,"$507,336",2015,UTA
Toure' Murry,"$250,000",2015,UTA
Elijah Millsap,"$241,731",2015,UTA
Jack Cooley,"$187,357",2015,UTA
Chris Johnson,"$166,897",2015,UTA
Bryce Cotton,"$152,200",2015,UTA
Dee Bost,"$65,000",2015,UTA
Dee Bost,"$65,000",2015,UTA
Kevin Murphy,"$65,000",2015,UTA
Elliot Williams,"$53,838",2015,UTA
Jerrelle Benimon,"$29,843",2015,UTA
