name,salary,year,team
Rasheed Wallace,"$12,540,000",2008,DET
Chauncey Billups,"$10,000,000",2008,DET
Richard Hamilton,"$10,000,000",2008,DET
Tayshaun Prince,"$8,675,620",2008,DET
Antonio McDyess,"$6,373,900",2008,DET
Amir Johnson,"$3,666,666",2008,DET
Juan Dixon,"$2,550,000",2008,DET
Lindsey Hunter,"$2,250,000",2008,DET
Walter Herrmann,"$1,944,000",2008,DET
Ronald Murray,"$1,890,000",2008,DET
Rodney Stuckey,"$1,569,600",2008,DET
Jarvis Hayes,"$1,200,000",2008,DET
Jason Maxiell,"$1,041,360",2008,DET
Arron Afflalo,"$944,520",2008,DET
Ronald Dupree,"$826,046",2008,DET
Cheikh Samb,"$427,163",2008,DET
