name,salary,year,team
Elton Brand,"$14,858,471",2010,PHI
Andre Iguodala,"$12,200,000",2010,PHI
Samuel Dalembert,"$12,025,694",2010,PHI
Jason Kapono,"$6,212,960",2010,PHI
Louis Williams,"$4,972,500",2010,PHI
Willie Green,"$3,682,000",2010,PHI
Thaddeus Young,"$2,105,400",2010,PHI
Francisco Elson,"$1,700,000",2010,PHI
Marreese Speights,"$1,658,280",2010,PHI
Jrue Holiday,"$1,514,280",2010,PHI
Jason Smith,"$1,418,880",2010,PHI
Allen Iverson,"$1,029,794",2010,PHI
Rodney Carney,"$855,189",2010,PHI
Jodie Meeks,"$650,000",2010,PHI
