name,salary,year,team
Larry Hughes,"$13,655,268",2010,SAC
Kenny Thomas,"$8,775,000",2010,SAC
Andres Nocioni,"$7,500,000",2010,SAC
Shareef Abdur-Rahim,"$6,600,000",2010,SAC
Beno Udrih,"$6,031,800",2010,SAC
Francisco Garcia,"$5,800,000",2010,SAC
Tyreke Evans,"$3,610,080",2010,SAC
Carl Landry,"$3,000,000",2010,SAC
Spencer Hawes,"$2,332,800",2010,SAC
Jason Thompson,"$2,035,920",2010,SAC
Mikki Moore,"$2,000,000",2010,SAC
Omri Casspi,"$1,167,000",2010,SAC
Donte Greene,"$1,044,000",2010,SAC
Sean May,"$884,881",2010,SAC
Joey Dorsey,"$881,000",2010,SAC
Ime Udoka,"$838,034",2010,SAC
Dominic McGuire,"$825,497",2010,SAC
Jon Brockman,"$457,588",2010,SAC
Desmond Mason,"$76,850",2010,SAC
