name,salary,year,team
Kenyon Martin,"$16,545,454",2011,DEN
Nene,"$11,360,000",2011,DEN
Raymond Felton,"$7,500,000",2011,DEN
J.R. Smith,"$6,757,851",2011,DEN
Al Harrington,"$5,765,000",2011,DEN
Chris Andersen,"$4,533,300",2011,DEN
Timofey Mozgov,"$3,567,096",2011,DEN
Danilo Gallinari,"$3,304,560",2011,DEN
Wilson Chandler,"$2,130,482",2011,DEN
Arron Afflalo,"$1,959,577",2011,DEN
Ty Lawson,"$1,546,560",2011,DEN
Kosta Koufos,"$1,352,640",2011,DEN
Melvin Ely,"$1,223,166",2011,DEN
Gary Forbes,"$473,604",2011,DEN
