name,salary,year,team
Stephon Marbury,"$19,012,500",2008,NYK
Zach Randolph,"$13,333,333",2008,NYK
Eddy Curry,"$8,947,543",2008,NYK
Quentin Richardson,"$8,105,500",2008,NYK
Jamal Crawford,"$7,920,000",2008,NYK
Jerome Williams,"$7,639,400",2008,NYK
Malik Rose,"$7,101,250",2008,NYK
Jerome James,"$5,800,000",2008,NYK
Jared Jeffries,"$5,632,200",2008,NYK
Fred Jones,"$3,300,000",2008,NYK
Dan Dickau,"$2,990,028",2008,NYK
Renaldo Balkman,"$1,280,640",2008,NYK
Nate Robinson,"$1,268,160",2008,NYK
Wilson Chandler,"$1,091,640",2008,NYK
David Lee,"$990,600",2008,NYK
Mardy Collins,"$967,320",2008,NYK
Randolph Morris,"$810,000",2008,NYK
