name,salary,year,team
Dikembe Mutombo,"$13,626,624",2004,BRK
Jason Kidd,"$13,152,000",2004,BRK
Kerry Kittles,"$9,266,666",2004,BRK
Kenyon Martin,"$5,128,689",2004,BRK
Alonzo Mourning,"$4,917,000",2004,BRK
Rodney Rogers,"$3,075,600",2004,BRK
Aaron Williams,"$2,925,000",2004,BRK
Lucious Harris,"$2,500,000",2004,BRK
Richard Jefferson,"$1,586,280",2004,BRK
Jason Collins,"$1,227,480",2004,BRK
Chris Childs,"$1,166,667",2004,BRK
Brandon Armstrong,"$995,650",2004,BRK
Zoran Planinic,"$980,280",2004,BRK
Robert Pack,"$965,610",2004,BRK
Brian Scalabrine,"$800,000",2004,BRK
Tamar Slay,"$563,679",2004,BRK
Mikki Moore,"$513,000",2004,BRK
Damone Brown,"$202,508",2004,BRK
Doug Overton,"$104,390",2004,BRK
