name,salary,year,team
Kevin Love,"$14,693,906",2014,MIN
Nikola Pekovic,"$12,100,000",2014,MIN
Kevin Martin,"$6,500,000",2014,MIN
Derrick Williams,"$5,016,960",2014,MIN
Chase Budinger,"$5,000,000",2014,MIN
Jose Barea,"$4,687,000",2014,MIN
Corey Brewer,"$4,500,000",2014,MIN
Ricky Rubio,"$4,002,120",2014,MIN
Alexey Shved,"$3,150,000",2014,MIN
Dante Cunningham,"$2,180,000",2014,MIN
Shabazz Muhammad,"$1,887,120",2014,MIN
Ronny Turiaf,"$1,500,000",2014,MIN
Gorgui Dieng,"$1,352,640",2014,MIN
Chris Johnson,"$916,099",2014,MIN
