name,salary,year,team
Paul George,"$15,925,680",2015,IND
Roy Hibbert,"$14,898,938",2015,IND
David West,"$12,000,000",2015,IND
George Hill,"$8,000,000",2015,IND
Luis Scola,"$4,868,499",2015,IND
C.J. Miles,"$4,205,000",2015,IND
Ian Mahinmi,"$4,000,000",2015,IND
Chris Copeland,"$3,135,000",2015,IND
C.J. Watson,"$2,106,720",2015,IND
Solomon Hill,"$1,302,840",2015,IND
Rodney Stuckey,"$1,227,985",2015,IND
Damjan Rudez,"$1,100,000",2015,IND
Donald Sloan,"$948,163",2015,IND
Lavoy Allen,"$948,163",2015,IND
Shayne Whittington,"$507,336",2015,IND
