name,salary,year,team
Marc Gasol,"$19,700,000",2016,MEM
Zach Randolph,"$9,638,555",2016,MEM
Mike Conley,"$9,588,426",2016,MEM
Lance Stephenson,"$9,000,000",2016,MEM
Brandan Wright,"$5,500,000",2016,MEM
Tony Allen,"$5,168,539",2016,MEM
Chris Andersen,"$5,000,000",2016,MEM
Mario Chalmers,"$4,300,000",2016,MEM
Vince Carter,"$4,088,091",2016,MEM
Matt Barnes,"$3,542,500",2016,MEM
Jordan Adams,"$1,404,600",2016,MEM
Jarell Martin,"$1,230,840",2016,MEM
P.J. Hairston,"$1,201,440",2016,MEM
James Ennis,"$845,059",2016,MEM
JaMychal Green,"$845,059",2016,MEM
Russ Smith,"$816,482",2016,MEM
Ryan Hollins,"$593,056",2016,MEM
Jordan Farmar,"$191,456",2016,MEM
Ray McCallum,"$111,444",2016,MEM
Xavier Munford,"$89,588",2016,MEM
Bryce Cotton,"$64,622",2016,MEM
Elliot Williams,"$55,722",2016,MEM
Briante Weber,"$30,888",2016,MEM
Alex Stepheson,"$30,888",2016,MEM
