name,salary,year,team
Michael Finley,"$8,400,000",2001,DAL
Shawn Bradley,"$8,370,000",2001,DAL
Christian Laettner,"$6,625,000",2001,DAL
Steve Nash,"$5,500,000",2001,DAL
Loy Vaught,"$4,812,025",2001,DAL
Howard Eisley,"$4,250,000",2001,DAL
Gary Trent,"$2,400,000",2001,DAL
Hubert Davis,"$2,100,000",2001,DAL
Dirk Nowitzki,"$1,693,560",2001,DAL
Terry Mills,"$1,400,000",2001,DAL
Etan Thomas,"$1,388,880",2001,DAL
Courtney Alexander,"$1,319,400",2001,DAL
Greg Buckner,"$1,100,000",2001,DAL
Donnell Harvey,"$862,560",2001,DAL
Leon Smith,"$483,680",2001,DAL
Bill Curley,"$423,500",2001,DAL
Eduardo Najera,"$316,969",2001,DAL
