name,salary,year,team
Shawn Marion,"$12,330,000",2005,PHO
Steve Nash,"$8,750,000",2005,PHO
Quentin Richardson,"$5,800,000",2005,PHO
Howard Eisley,"$5,201,923",2005,PHO
Joe Johnson,"$2,358,954",2005,PHO
Amar'e Stoudemire,"$2,032,200",2005,PHO
Jake Voskuhl,"$1,687,500",2005,PHO
Zarko Cabarkapa,"$1,312,800",2005,PHO
Casey Jacobsen,"$1,082,160",2005,PHO
Bo Outlaw,"$1,059,756",2005,PHO
Maciej Lampe,"$900,000",2005,PHO
Leandro Barbosa,"$870,000",2005,PHO
Steven Hunter,"$720,046",2005,PHO
Jackson Vroman,"$385,277",2005,PHO
Yuta Tabuse,"$108,066",2005,PHO
