name,salary,year,team
Josh Smith,"$14,000,000",2015,DET
Brandon Jennings,"$8,000,000",2015,DET
Ersan Ilyasova,"$7,900,000",2015,DET
Tayshaun Prince,"$7,707,865",2015,DET
Jodie Meeks,"$6,000,000",2015,DET
Greg Monroe,"$5,479,934",2015,DET
Joel Anthony,"$3,800,000",2015,DET
Anthony Tolliver,"$3,000,000",2015,DET
Kentavious Caldwell-Pope,"$2,772,480",2015,DET
Andre Drummond,"$2,568,360",2015,DET
Reggie Jackson,"$2,204,370",2015,DET
Aaron Gray,"$1,227,985",2015,DET
Cartier Martin,"$1,145,685",2015,DET
Spencer Dinwiddie,"$700,000",2015,DET
John Lucas,"$123,827",2015,DET
Quincy Miller,"$107,676",2015,DET
