name,salary,year,team
Jason Kidd,"$18,084,000",2007,BRK
Vince Carter,"$15,101,625",2007,BRK
Richard Jefferson,"$11,200,000",2007,BRK
Jason Collins,"$5,800,000",2007,BRK
Bostjan Nachbar,"$2,500,000",2007,BRK
Clifford Robinson,"$1,600,000",2007,BRK
Antoine Wright,"$1,570,920",2007,BRK
Eddie House,"$1,400,000",2007,BRK
Marcus Williams,"$1,097,880",2007,BRK
Nenad Krstic,"$1,080,480",2007,BRK
Mikki Moore,"$1,071,225",2007,BRK
Josh Boone,"$1,053,960",2007,BRK
Bernard Robinson,"$1,000,000",2007,BRK
Mile Ilic,"$800,000",2007,BRK
Scott Padgett,"$563,302",2007,BRK
Hassan Adams,"$412,718",2007,BRK
Zoran Planinic,"$150,000",2007,BRK
