name,salary,year,team
Glen Rice,"$9,200,000",2003,HOU
Maurice Taylor,"$7,150,000",2003,HOU
Kelvin Cato,"$6,696,000",2003,HOU
Cuttino Mobley,"$4,903,750",2003,HOU
Steve Francis,"$4,383,581",2003,HOU
Yao Ming,"$3,858,240",2003,HOU
Moochie Norris,"$3,150,000",2003,HOU
Matt Maloney,"$2,775,000",2003,HOU
Eddie Griffin,"$2,161,920",2003,HOU
James Posey,"$1,723,606",2003,HOU
Jason Collier,"$1,369,440",2003,HOU
Bostjan Nachbar,"$1,224,000",2003,HOU
Juaquin Hawkins,"$587,435",2003,HOU
Terence Morris,"$512,435",2003,HOU
Tito Maddox,"$349,458",2003,HOU
Pete Mickeal,"$136,374",2003,HOU
