name,salary,year,team
Kevin Garnett,"$21,000,000",2007,MIN
Mark Blount,"$7,288,165",2007,MIN
Ricky Davis,"$6,364,400",2007,MIN
Troy Hudson,"$5,603,000",2007,MIN
Marko Jaric,"$5,525,000",2007,MIN
Mike James,"$5,215,000",2007,MIN
Trenton Hassell,"$4,350,000",2007,MIN
Eddie Griffin,"$2,700,000",2007,MIN
Randy Foye,"$2,448,240",2007,MIN
Mark Madsen,"$2,210,000",2007,MIN
Rashad McCants,"$1,653,720",2007,MIN
Justin Reed,"$1,300,000",2007,MIN
Bracey Wright,"$664,209",2007,MIN
Craig Smith,"$412,718",2007,MIN
Vin Baker,"$86,221",2007,MIN
