name,salary,year,team
Eddy Curry,"$11,530,592",2011,MIN
Michael Beasley,"$4,962,240",2011,MIN
Martell Webster,"$4,800,000",2011,MIN
Darko Milicic,"$4,325,000",2011,MIN
Nikola Pekovic,"$4,000,000",2011,MIN
Luke Ridnour,"$4,000,000",2011,MIN
Wesley Johnson,"$3,726,600",2011,MIN
Kevin Love,"$3,638,280",2011,MIN
Jonny Flynn,"$3,192,000",2011,MIN
Sebastian Telfair,"$2,700,000",2011,MIN
Anthony Tolliver,"$2,200,000",2011,MIN
Anthony Randolph,"$1,965,720",2011,MIN
Wayne Ellington,"$1,078,800",2011,MIN
Lazar Hayward,"$1,020,960",2011,MIN
Sundiata Gaines,"$237,626",2011,MIN
Maurice Ager,"$83,305",2011,MIN
