name,salary,year,team
Ray Allen,"$13,500,000",2004,OKC
Rashard Lewis,"$7,012,987",2004,OKC
Vitaly Potapenko,"$5,715,000",2004,OKC
Calvin Booth,"$5,446,800",2004,OKC
Brent Barry,"$5,400,000",2004,OKC
Jerome James,"$5,000,600",2004,OKC
Antonio Daniels,"$2,200,000",2004,OKC
Vladimir Radmanovic,"$1,669,800",2004,OKC
Nick Collison,"$1,578,240",2004,OKC
Luke Ridnour,"$1,424,400",2004,OKC
Joseph Forte,"$1,080,360",2004,OKC
Reggie Evans,"$700,000",2004,OKC
Ansu Sesay,"$688,679",2004,OKC
Ronald Murray,"$563,679",2004,OKC
Richie Frahm,"$366,931",2004,OKC
