name,salary,year,team
Patrick Ewing,"$14,000,000",2001,OKC
Gary Payton,"$12,200,000",2001,OKC
Vin Baker,"$10,130,000",2001,OKC
Brent Barry,"$4,320,000",2001,OKC
Rashard Lewis,"$3,920,000",2001,OKC
Jelani McCoy,"$1,110,000",2001,OKC
Desmond Mason,"$1,074,720",2001,OKC
David Wingate,"$1,000,000",2001,OKC
Pervis Ellison,"$1,000,000",2001,OKC
Ruben Patterson,"$990,000",2001,OKC
Emanual Davis,"$610,000",2001,OKC
Shammond Williams,"$550,000",2001,OKC
Olumide Oyedeji,"$316,969",2001,OKC
Ruben Wolkowyski,"$316,969",2001,OKC
