name,salary,year,team
Kobe Bryant,"$25,000,000",2016,LAL
Roy Hibbert,"$15,500,000",2016,LAL
Lou Williams,"$7,000,000",2016,LAL
Nick Young,"$5,219,169",2016,LAL
D'Angelo Russell,"$5,103,120",2016,LAL
Julius Randle,"$3,132,240",2016,LAL
Brandon Bass,"$3,000,000",2016,LAL
Ryan Kelly,"$1,724,250",2016,LAL
Metta World Peace,"$1,499,187",2016,LAL
Larry Nance Jr.,"$1,155,600",2016,LAL
Robert Sacre,"$981,348",2016,LAL
Jordan Clarkson,"$845,059",2016,LAL
Tarik Black,"$845,059",2016,LAL
Anthony Brown,"$700,000",2016,LAL
Marcelo Huertas,"$525,093",2016,LAL
Jonathan Holmes,"$100,000",2016,LAL
Michael Frazier,"$50,000",2016,LAL
Robert Upshaw,"$35,000",2016,LAL
