name,salary,year,team
Brandon Roy,"$13,520,500",2011,POR
Marcus Camby,"$11,749,832",2011,POR
LaMarcus Aldridge,"$11,244,000",2011,POR
Gerald Wallace,"$10,500,000",2011,POR
Andre Miller,"$7,269,264",2011,POR
Greg Oden,"$6,760,524",2011,POR
Wesley Matthews,"$5,765,000",2011,POR
Luke Babbitt,"$1,645,440",2011,POR
Elliot Williams,"$1,254,720",2011,POR
Rudy Fernandez,"$1,246,680",2011,POR
Nicolas Batum,"$1,196,760",2011,POR
Fabricio Oberto,"$992,680",2011,POR
Patrick Mills,"$937,195",2011,POR
Armon Johnson,"$473,604",2011,POR
Chris Johnson,"$27,859",2011,POR
