name,salary,year,team
Chris Paul,"$13,520,500",2010,NOP
Peja Stojakovic,"$13,392,000",2010,NOP
Emeka Okafor,"$10,538,937",2010,NOP
David West,"$9,075,000",2010,NOP
Morris Peterson,"$6,212,960",2010,NOP
James Posey,"$6,031,800",2010,NOP
Darius Songaila,"$4,526,000",2010,NOP
Julian Wright,"$2,000,040",2010,NOP
Darren Collison,"$1,266,120",2010,NOP
Sean Marks,"$1,187,686",2010,NOP
Aaron Gray,"$1,000,497",2010,NOP
Ike Diogu,"$884,881",2010,NOP
Marcus Thornton,"$457,888",2010,NOP
Jason Hart,"$69,518",2010,NOP
