name,salary,year,team
Carmelo Anthony,"$17,149,243",2011,NYK
Amar'e Stoudemire,"$16,486,611",2011,NYK
Chauncey Billups,"$13,150,000",2011,NYK
Ronny Turiaf,"$4,000,000",2011,NYK
Corey Brewer,"$3,703,472",2011,NYK
Kelenna Azubuike,"$3,300,000",2011,NYK
Renaldo Balkman,"$1,675,000",2011,NYK
Roger Mason,"$1,400,000",2011,NYK
Anthony Carter,"$1,352,181",2011,NYK
Toney Douglas,"$1,071,000",2011,NYK
Shelden Williams,"$915,852",2011,NYK
Shawne Williams,"$885,210",2011,NYK
Bill Walker,"$854,389",2011,NYK
Andy Rautins,"$600,000",2011,NYK
Landry Fields,"$473,604",2011,NYK
