name,salary,year,team
Bobby Simmons,"$10,560,000",2010,BRK
Devin Harris,"$8,400,000",2010,BRK
Tony Battie,"$6,292,000",2010,BRK
Trenton Hassell,"$4,350,000",2010,BRK
Rafer Alston,"$4,300,000",2010,BRK
Keyon Dooling,"$3,564,000",2010,BRK
Kris Humphries,"$3,200,000",2010,BRK
Yi Jianlian,"$3,194,400",2010,BRK
Shawne Williams,"$2,416,067",2010,BRK
Brook Lopez,"$2,225,880",2010,BRK
Jarvis Hayes,"$2,062,800",2010,BRK
Terrence Williams,"$2,060,040",2010,BRK
Josh Boone,"$2,056,968",2010,BRK
Sean Williams,"$1,629,120",2010,BRK
Courtney Lee,"$1,264,440",2010,BRK
Chris Quinn,"$1,055,000",2010,BRK
Chris Douglas-Roberts,"$736,000",2010,BRK
