name,salary,year,team
Grant Hill,"$16,901,500",2007,ORL
Hedo Turkoglu,"$5,883,600",2007,ORL
Tony Battie,"$5,746,000",2007,ORL
Darko Milicic,"$5,218,622",2007,ORL
Dwight Howard,"$4,806,720",2007,ORL
Carlos Arroyo,"$4,100,000",2007,ORL
Pat Garrity,"$3,525,000",2007,ORL
Keyon Dooling,"$3,348,000",2007,ORL
Trevor Ariza,"$3,100,000",2007,ORL
Keith Bogans,"$2,510,000",2007,ORL
J.J. Redick,"$1,860,720",2007,ORL
Jameer Nelson,"$1,272,120",2007,ORL
Bo Outlaw,"$1,178,348",2007,ORL
Mario Kasun,"$919,551",2007,ORL
Travis Diener,"$664,209",2007,ORL
James Augustine,"$412,718",2007,ORL
