name,salary,year,team
Brad Miller,"$12,250,000",2010,CHI
Luol Deng,"$10,370,425",2010,CHI
Kirk Hinrich,"$9,500,000",2010,CHI
Jerome James,"$6,600,000",2010,CHI
Tim Thomas,"$6,466,600",2010,CHI
Derrick Rose,"$5,184,480",2010,CHI
Hakim Warrick,"$3,000,000",2010,CHI
Joe Alexander,"$2,583,360",2010,CHI
Joakim Noah,"$2,455,680",2010,CHI
Acie Law,"$2,216,160",2010,CHI
Jannero Pargo,"$2,000,000",2010,CHI
Ronald Murray,"$1,990,000",2010,CHI
James Johnson,"$1,594,080",2010,CHI
Lindsey Hunter,"$1,306,455",2010,CHI
Devin Brown,"$1,100,000",2010,CHI
Taj Gibson,"$1,039,800",2010,CHI
Chris Richard,"$43,319",2010,CHI
