name,salary,year,team
Grant Hill,"$14,487,000",2005,ORL
Steve Francis,"$12,330,000",2005,ORL
Kelvin Cato,"$7,992,000",2005,ORL
Cuttino Mobley,"$5,884,500",2005,ORL
Hedo Turkoglu,"$4,903,000",2005,ORL
Tony Battie,"$4,800,000",2005,ORL
Dwight Howard,"$4,179,720",2005,ORL
Pat Garrity,"$2,937,500",2005,ORL
Andrew DeClercq,"$2,500,000",2005,ORL
DeShawn Stevenson,"$2,500,000",2005,ORL
Jameer Nelson,"$1,106,160",2005,ORL
Stacey Augmon,"$1,100,000",2005,ORL
Michael Bradley,"$720,046",2005,ORL
Brandon Hunter,"$620,046",2005,ORL
Mario Kasun,"$385,277",2005,ORL
