name,salary,year,team
Stephen Curry,"$34,682,550",2018,GSW
Kevin Durant,"$25,000,000",2018,GSW
Klay Thompson,"$17,826,150",2018,GSW
Draymond Green,"$16,400,000",2018,GSW
Andre Iguodala,"$14,814,815",2018,GSW
Shaun Livingston,"$7,692,308",2018,GSW
Nick Young,"$5,192,000",2018,GSW
Zaza Pachulia,"$3,477,600",2018,GSW
David West,"$2,328,652",2018,GSW
JaVale McGee,"$2,116,955",2018,GSW
Omri Casspi,"$2,106,470",2018,GSW
Kevon Looney,"$1,471,382",2018,GSW
Patrick McCaw,"$1,312,611",2018,GSW
Damian Jones,"$1,312,611",2018,GSW
Jason Thompson,"$945,126",2018,GSW
Jordan Bell,"$815,615",2018,GSW
