name,salary,year,team
Antonio Davis,"$12,000,000",2003,TOR
Vince Carter,"$10,067,750",2003,TOR
Hakeem Olajuwon,"$5,694,231",2003,TOR
Alvin Williams,"$5,350,000",2003,TOR
Jerome Williams,"$5,250,000",2003,TOR
Lamond Murray,"$4,125,000",2003,TOR
Lindsey Hunter,"$3,870,912",2003,TOR
Eric Montross,"$2,720,000",2003,TOR
Michael Bradley,"$1,207,800",2003,TOR
Morris Peterson,"$1,033,320",2003,TOR
Mamadou N'Diaye,"$848,520",2003,TOR
Voshon Lenard,"$824,935",2003,TOR
Chris Jefferies,"$781,800",2003,TOR
Jelani McCoy,"$637,435",2003,TOR
Greg Foster,"$401,951",2003,TOR
Nate Huffman,"$349,458",2003,TOR
Jermaine Jackson,"$171,932",2003,TOR
Rafer Alston,"$37,344",2003,TOR
Art Long,"$35,819",2003,TOR
