name,salary,year,team
Ben Gordon,"$12,400,000",2013,CHO
Tyrus Thomas,"$8,000,000",2013,CHO
DeSagana Diop,"$7,372,200",2013,CHO
Ramon Sessions,"$5,000,000",2013,CHO
Michael Kidd-Gilchrist,"$4,602,720",2013,CHO
Josh McRoberts,"$3,135,000",2013,CHO
Gerald Henderson,"$3,101,327",2013,CHO
Bismack Biyombo,"$3,007,920",2013,CHO
Reggie Williams,"$2,612,500",2013,CHO
Kemba Walker,"$2,532,960",2013,CHO
Byron Mullens,"$2,253,306",2013,CHO
Brendan Haywood,"$2,050,000",2013,CHO
Jeff Adrien,"$804,131",2013,CHO
Jeff Taylor,"$575,000",2013,CHO
Cory Higgins,"$44,835",2013,CHO
