name,salary,year,team
Antonio Davis,"$12,925,000",2004,CHI
Eddie Robinson,"$6,204,000",2004,CHI
Jerome Williams,"$5,987,500",2004,CHI
Scottie Pippen,"$4,917,000",2004,CHI
Tyson Chandler,"$3,804,360",2004,CHI
Marcus Fizer,"$3,726,994",2004,CHI
Jay Williams,"$3,710,880",2004,CHI
Eddy Curry,"$3,080,160",2004,CHI
Jamal Crawford,"$2,577,937",2004,CHI
Kirk Hinrich,"$2,185,920",2004,CHI
Corie Blount,"$1,680,000",2004,CHI
Dalibor Bagaric,"$1,599,076",2004,CHI
Kendall Gill,"$1,070,000",2004,CHI
Chris Jefferies,"$840,360",2004,CHI
Rick Brunson,"$813,679",2004,CHI
Linton Johnson,"$366,931",2004,CHI
