name,salary,year,team
Victor Oladipo,"$21,000,000",2018,IND
Thaddeus Young,"$14,796,348",2018,IND
Bojan Bogdanovic,"$10,500,000",2018,IND
Darren Collison,"$10,000,000",2018,IND
Al Jefferson,"$9,769,821",2018,IND
Cory Joseph,"$7,630,000",2018,IND
Lance Stephenson,"$4,180,000",2018,IND
Myles Turner,"$2,569,920",2018,IND
Domantas Sabonis,"$2,550,000",2018,IND
Monta Ellis,"$2,245,400",2018,IND
Damien Wilkins,"$2,116,955",2018,IND
T.J. Leaf,"$2,028,360",2018,IND
Glenn Robinson,"$1,524,305",2018,IND
Joe Young,"$1,471,382",2018,IND
Ike Anigbogu,"$950,000",2018,IND
Rakeem Christmas,"$172,552",2018,IND
Georges Niang,"$100,000",2018,IND
