name,salary,year,team
Tim Duncan,"$20,598,704",2009,SAS
Tony Parker,"$11,550,000",2009,SAS
Manu Ginobili,"$9,905,248",2009,SAS
Kurt Thomas,"$4,200,000",2009,SAS
Bruce Bowen,"$4,000,000",2009,SAS
Fabricio Oberto,"$3,600,000",2009,SAS
Roger Mason,"$3,500,000",2009,SAS
Matt Bonner,"$2,987,000",2009,SAS
Michael Finley,"$2,500,000",2009,SAS
Jacque Vaughn,"$1,262,275",2009,SAS
Ime Udoka,"$1,080,000",2009,SAS
Ian Mahinmi,"$1,009,200",2009,SAS
George Hill,"$1,006,200",2009,SAS
Malik Hairston,"$351,091",2009,SAS
Anthony Tolliver,"$187,248",2009,SAS
Blake Ahearn,"$125,562",2009,SAS
Desmon Farmer,"$83,708",2009,SAS
Austin Croshere,"$74,251",2009,SAS
