name,salary,year,team
Rasheed Wallace,"$17,000,000",2004,POR
Shawn Kemp,"$14,941,935",2004,POR
Damon Stoudamire,"$12,375,000",2004,POR
Dale Davis,"$9,061,875",2004,POR
Derek Anderson,"$7,794,000",2004,POR
Wesley Person,"$7,700,000",2004,POR
Ruben Patterson,"$5,445,600",2004,POR
Jeff McInnis,"$3,300,000",2004,POR
Zach Randolph,"$1,172,160",2004,POR
Qyntel Woods,"$1,053,720",2004,POR
Travis Outlaw,"$941,040",2004,POR
Vladimir Stepania,"$751,179",2004,POR
Ruben Boumtje-Boumtje,"$663,679",2004,POR
Matt Carroll,"$349,032",2004,POR
Kaniel Dickens,"$264,011",2004,POR
Tracy Murray,"$143,537",2004,POR
