name,salary,year,team
Zach Randolph,"$16,500,000",2013,MEM
Marc Gasol,"$13,891,359",2013,MEM
Mike Conley,"$7,305,786",2013,MEM
Tayshaun Prince,"$6,764,045",2013,MEM
Tony Allen,"$3,300,000",2013,MEM
Darrell Arthur,"$3,006,217",2013,MEM
Jerryd Bayless,"$3,000,000",2013,MEM
Austin Daye,"$2,958,077",2013,MEM
Ed Davis,"$2,207,040",2013,MEM
Quincy Pondexter,"$1,234,320",2013,MEM
Tony Wroten,"$1,110,120",2013,MEM
Dexter Pittman,"$854,389",2013,MEM
Jon Leuer,"$762,195",2013,MEM
Chris Johnson,"$61,290",2013,MEM
