name,salary,year,team
Joe Johnson,"$16,324,500",2011,ATL
Josh Smith,"$11,600,000",2011,ATL
Jamal Crawford,"$10,800,000",2011,ATL
Kirk Hinrich,"$9,000,000",2011,ATL
Marvin Williams,"$6,712,500",2011,ATL
Al Horford,"$5,444,857",2011,ATL
Zaza Pachulia,"$4,251,250",2011,ATL
Jeff Teague,"$1,476,840",2011,ATL
Jason Collins,"$1,352,181",2011,ATL
Etan Thomas,"$1,223,166",2011,ATL
Josh Powell,"$1,069,609",2011,ATL
Hilton Armstrong,"$992,680",2011,ATL
Damien Wilkins,"$748,656",2011,ATL
Pape Sy,"$473,604",2011,ATL
