name,salary,year,team
Jayson Williams,"$13,800,000",2001,BRK
Stephon Marbury,"$10,130,000",2001,BRK
Keith Van Horn,"$9,000,000",2001,BRK
Kerry Kittles,"$7,770,000",2001,BRK
Kendall Gill,"$7,000,000",2001,BRK
Jim McIlvaine,"$5,400,000",2001,BRK
Kenyon Martin,"$3,536,640",2001,BRK
Aaron Williams,"$2,250,000",2001,BRK
Jamie Feick,"$2,200,000",2001,BRK
Lucious Harris,"$2,160,000",2001,BRK
Johnny Newman,"$2,000,000",2001,BRK
Sherman Douglas,"$1,100,000",2001,BRK
Elliot Perry,"$1,050,000",2001,BRK
Kevin Ollie,"$523,500",2001,BRK
Evan Eschmeyer,"$423,500",2001,BRK
Stephen Jackson,"$316,969",2001,BRK
Soumaila Samake,"$316,969",2001,BRK
