name,salary,year,team
Grant Hill,"$9,660,000",2001,ORL
Tracy McGrady,"$9,660,000",2001,ORL
Bo Outlaw,"$4,500,000",2001,ORL
Darrell Armstrong,"$3,100,000",2001,ORL
Mike Miller,"$2,320,080",2001,ORL
Andrew DeClercq,"$1,920,000",2001,ORL
Michael Doleac,"$1,452,000",2001,ORL
Pat Garrity,"$1,019,280",2001,ORL
Dee Brown,"$1,000,000",2001,ORL
Monty Williams,"$1,000,000",2001,ORL
Don Reid,"$611,000",2001,ORL
John Amaechi,"$600,000",2001,ORL
Troy Hudson,"$523,500",2001,ORL
Elliot Perry,"$94,000",2001,ORL
