name,salary,year,team
Troy Murphy,"$10,126,984",2009,IND
Mike Dunleavy,"$9,000,000",2009,IND
Rasho Nesterovic,"$8,400,000",2009,IND
T.J. Ford,"$8,000,000",2009,IND
Marquis Daniels,"$6,864,200",2009,IND
Jamaal Tinsley,"$6,750,000",2009,IND
Jeff Foster,"$5,500,000",2009,IND
Danny Granger,"$2,329,805",2009,IND
Maceo Baston,"$2,272,860",2009,IND
Jarrett Jack,"$2,002,623",2009,IND
Eddie Jones,"$2,000,000",2009,IND
Brandon Rush,"$1,799,160",2009,IND
Travis Diener,"$1,620,000",2009,IND
Roy Hibbert,"$1,465,400",2009,IND
Stephen Graham,"$826,269",2009,IND
Josh McRoberts,"$711,517",2009,IND
