name,salary,year,team
Manu Ginobili,"$14,107,492",2013,SAS
Tony Parker,"$12,500,000",2013,SAS
Stephen Jackson,"$10,059,750",2013,SAS
Tim Duncan,"$9,638,554",2013,SAS
Boris Diaw,"$4,500,000",2013,SAS
Tiago Splitter,"$3,944,000",2013,SAS
Matt Bonner,"$3,630,000",2013,SAS
Danny Green,"$3,500,000",2013,SAS
Kawhi Leonard,"$1,861,920",2013,SAS
Nando de Colo,"$1,400,000",2013,SAS
Cory Joseph,"$1,105,560",2013,SAS
Patrick Mills,"$1,085,120",2013,SAS
DeJuan Blair,"$1,054,000",2013,SAS
Gary Neal,"$854,389",2013,SAS
Aron Baynes,"$401,170",2013,SAS
James Anderson,"$145,749",2013,SAS
