name,salary,year,team
LaMarcus Aldridge,"$21,461,010",2018,SAS
Kawhi Leonard,"$18,868,625",2018,SAS
Pau Gasol,"$16,000,000",2018,SAS
Tony Parker,"$15,453,126",2018,SAS
Patty Mills,"$10,714,286",2018,SAS
Danny Green,"$10,000,000",2018,SAS
Rudy Gay,"$8,406,000",2018,SAS
Manu Ginobili,"$2,500,000",2018,SAS
Kyle Anderson,"$2,151,704",2018,SAS
Tim Duncan,"$1,881,250",2018,SAS
Joffrey Lauvergne,"$1,524,305",2018,SAS
Derrick White,"$1,404,600",2018,SAS
Dejounte Murray,"$1,312,611",2018,SAS
Bryn Forbes,"$1,312,611",2018,SAS
Davis Bertans,"$1,312,611",2018,SAS
Livio Jean-Charles,"$1,035,200",2018,SAS
Brandon Paul,"$815,615",2018,SAS
