name,salary,year,team
Anfernee Hardaway,"$10,130,000",2001,PHO
Tom Gugliotta,"$9,360,000",2001,PHO
Jason Kidd,"$7,680,000",2001,PHO
Clifford Robinson,"$6,890,000",2001,PHO
Chris Dudley,"$6,200,000",2001,PHO
Rex Chapman,"$3,500,000",2001,PHO
Tony Delk,"$2,250,000",2001,PHO
Rodney Rogers,"$2,200,000",2001,PHO
Shawn Marion,"$1,662,240",2001,PHO
Corie Blount,"$1,320,000",2001,PHO
Mario Elie,"$1,000,000",2001,PHO
Jake Tsakalidis,"$763,200",2001,PHO
Ruben Garces,"$316,969",2001,PHO
Paul McPherson,"$316,969",2001,PHO
Daniel Santiago,"$316,969",2001,PHO
