name,salary,year,team
Michael Olowokandi,"$6,061,213",2003,LAC
Elton Brand,"$4,895,656",2003,LAC
Derek Strong,"$4,212,000",2003,LAC
Lamar Odom,"$3,557,585",2003,LAC
Eric Piatkowski,"$3,000,000",2003,LAC
Sean Rooks,"$2,640,000",2003,LAC
Andre Miller,"$2,460,709",2003,LAC
Corey Maggette,"$2,069,764",2003,LAC
Bryant Stith,"$2,000,000",2003,LAC
Chris Wilcox,"$1,922,520",2003,LAC
Wang Zhizhi,"$1,900,000",2003,LAC
Keyon Dooling,"$1,769,760",2003,LAC
Marko Jaric,"$1,750,000",2003,LAC
Melvin Ely,"$1,490,120",2003,LAC
Quentin Richardson,"$1,174,080",2003,LAC
Cherokee Parks,"$824,935",2003,LAC
Earl Boykins,"$715,000",2003,LAC
Tremaine Fowlkes,"$512,435",2003,LAC
