name,salary,year,team
Shawn Marion,"$16,440,000",2008,MIA
Dwyane Wade,"$13,041,250",2008,MIA
Jason Williams,"$8,937,500",2008,MIA
Mark Blount,"$7,901,040",2008,MIA
Ricky Davis,"$6,819,000",2008,MIA
Udonis Haslem,"$6,050,000",2008,MIA
Marcus Banks,"$3,966,207",2008,MIA
Alonzo Mourning,"$2,762,500",2008,MIA
Smush Parker,"$2,250,000",2008,MIA
Dorell Wright,"$2,040,746",2008,MIA
Daequan Cook,"$1,184,400",2008,MIA
Earl Barron,"$973,328",2008,MIA
Alexander Johnson,"$687,456",2008,MIA
Chris Quinn,"$687,456",2008,MIA
Joel Anthony,"$427,163",2008,MIA
Anfernee Hardaway,"$320,142",2008,MIA
Luke Jackson,"$279,415",2008,MIA
