name,salary,year,team
Larry Hughes,"$10,344,900",2006,CLE
Zydrunas Ilgauskas,"$8,740,000",2006,CLE
Eric Snow,"$5,484,375",2006,CLE
Donyell Marshall,"$4,799,108",2006,CLE
LeBron James,"$4,621,800",2006,CLE
Drew Gooden,"$4,065,811",2006,CLE
Damon Jones,"$3,590,000",2006,CLE
Ira Newble,"$2,950,200",2006,CLE
Luke Jackson,"$1,955,160",2006,CLE
Sasha Pavlovic,"$1,274,160",2006,CLE
Alan Henderson,"$1,138,500",2006,CLE
Anderson Varejao,"$866,800",2006,CLE
Mike Wilks,"$745,248",2006,CLE
Martynas Andriuskevicius,"$398,762",2006,CLE
Zendon Hamilton,"$329,138",2006,CLE
