name,salary,year,team
Joe Johnson,"$12,000,000",2006,ATL
Al Harrington,"$6,957,500",2006,ATL
Zaza Pachulia,"$4,000,000",2006,ATL
Marvin Williams,"$3,883,560",2006,ATL
Tyronn Lue,"$3,500,000",2006,ATL
Tony Delk,"$3,375,000",2006,ATL
Josh Childress,"$2,677,200",2006,ATL
Jason Collier,"$1,650,000",2006,ATL
Josh Smith,"$1,365,360",2006,ATL
John Edwards,"$1,000,000",2006,ATL
Salim Stoudamire,"$675,000",2006,ATL
Royal Ivey,"$641,748",2006,ATL
Donta Smith,"$641,748",2006,ATL
Esteban Batista,"$398,762",2006,ATL
John Thomas,"$178,675",2006,ATL
