name,salary,year,team
Damian Lillard,"$24,328,425",2017,POR
Allen Crabbe,"$18,500,000",2017,POR
Evan Turner,"$16,393,443",2017,POR
Meyers Leonard,"$9,213,484",2017,POR
Maurice Harkless,"$8,988,764",2017,POR
Al-Farouq Aminu,"$7,680,965",2017,POR
Festus Ezeli,"$7,400,000",2017,POR
Ed Davis,"$6,666,667",2017,POR
C.J. McCollum,"$3,219,579",2017,POR
Noah Vonleh,"$2,751,360",2017,POR
Anderson Varejao,"$1,984,005",2017,POR
Jusuf Nurkic,"$1,921,320",2017,POR
Shabazz Napier,"$1,350,120",2017,POR
Pat Connaughton,"$874,636",2017,POR
Jake Layman,"$600,000",2017,POR
