name,salary,year,team
Kyle Lowry,"$12,000,000",2015,TOR
DeMar DeRozan,"$9,500,000",2015,TOR
Amir Johnson,"$7,000,000",2015,TOR
Greivis Vasquez,"$6,400,000",2015,TOR
Landry Fields,"$6,250,000",2015,TOR
Chuck Hayes,"$5,958,750",2015,TOR
Patrick Patterson,"$5,831,326",2015,TOR
Lou Williams,"$5,450,000",2015,TOR
Jonas Valanciunas,"$3,678,360",2015,TOR
Tyler Hansbrough,"$3,326,235",2015,TOR
Terrence Ross,"$2,793,960",2015,TOR
James Johnson,"$2,500,000",2015,TOR
Lucas Nogueira,"$1,762,680",2015,TOR
Bruno Caboclo,"$1,458,360",2015,TOR
Greg Stiemsma,"$981,084",2015,TOR
Marcus Camby,"$646,609",2015,TOR
Will Cherry,"$25,000",2015,TOR
